shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
AK-01,-6.5945,106.7946,10,0.10,#kb-gedong-sawah
AK-01,-6.5930,106.7973,10,0.10,kb-polisi-militer
AK-01,-6.5926,106.8018,10,0.10,#kb-salak
AK-01,-6.5926,106.8018,10,0.10,#kb-salak
AK-01,-6.5926,106.8018,10,0.10,#kb-salak
AK-01,-6.5935,106.8029,10,0.10,kb-pangrango
AK-01,-6.5959,106.8044,7,0.07,kb-astrid
AK-01,-6.6009,106.8052,8,0.08,kb-botani-1
AK-01,-6.6009,106.8052,8,0.08,kb-botani-1
AK-01,-6.6016,106.8043,10,0.10,#bangka-otista
AK-01,-6.6027,106.7999,10,0.10,#otista-roda
AK-01,-6.6027,106.7999,10,0.10,#otista-roda
AK-01,-6.6031,106.7988,10,0.10,kb-suryakencana
AK-01,-6.6048,106.7997,10,0.10,suryakencana-1
AK-01,-6.6082,106.8025,10,0.10,suryakencana-2
AK-01,-6.6099,106.8045,10,0.10,roda-siliwangi
AK-01,-6.6118,106.8065,10,0.10,siliwangi-1
AK-01,-6.6164,106.8103,10,0.10,siliwangi-2
AK-01,-6.6178,106.8120,10,0.10,siliwangi-jlsukasari
AK-01,-6.6201,106.8145,10,0.10,siliwangi-lawanggintung
AK-01,-6.6248,106.8091,10,0.10,lawanggintung-cipaku
AK-01,-6.6277,106.8102,10,0.10,*Cipaku
AK-01,-6.6280,106.8085,10,0.10,diredja-1
AK-01,-6.6286,106.8084,10,0.10,diredja-2
AK-01,-6.6283,106.8077,10,0.10,diredja-3
AK-01,-6.6287,106.8073,10,0.10,diredja-cipinanggading
AK-01,-6.6271,106.8032,10,0.10,cipinanggading-1
AK-01,-6.6234,106.8014,10,0.10,cipinanggading-2
AK-01,-6.6230,106.8005,10,0.10,cipinanggading-ranggamekar
AK-01,-6.6220,106.8006,10,0.10,ranggamekar-1
AK-01,-6.6214,106.7989,10,0.10,*Cipinang Gading
AK-01,-6.6220,106.8006,10,0.10,ranggamekar-1
AK-01,-6.6230,106.8005,10,0.10,cipinanggading-ranggamekar
AK-01,-6.6235,106.7992,10,0.10,cipinanggading-nirwana
AK-01,-6.6226,106.7986,10,0.10,nirwana-1
AK-01,-6.6231,106.7979,10,0.10,nirwana-2
AK-01,-6.6213,106.7968,10,0.10,nirwana-3
AK-01,-6.6198,106.7965,10,0.10,nirwana-4
AK-01,-6.6178,106.7971,10,0.10,nirwana-5
AK-01,-6.6182,106.7992,10,0.10,nirwana-6
AK-01,-6.6179,106.7998,10,0.10,nirwana-dreded
AK-01,-6.6155,106.8014,10,0.10,dreded-1
AK-01,-6.6142,106.8034,10,0.10,dreded-pahlawan
AK-01,-6.6123,106.8021,10,0.10,pahlawan-ggaut
AK-01,-6.6118,106.8009,10,0.10,pahlawan-layungsari
AK-01,-6.6113,106.8000,10,0.10,pahlawan-3
AK-01,-6.6082,106.7964,10,0.10,pahlawan-4
AK-01,-6.6077,106.7949,10,0.10,pahlawan-empang
AK-01,-6.6060,106.7954,10,0.10,halte-empang
AK-01,-6.6046,106.7965,10,0.10,*Ramayana
AK-01,-6.6046,106.7965,10,0.10,*Ramayana
AK-01,-6.5969,106.7937,10,0.10,kb-muslihat
AK-01,-6.5963,106.7915,11,0.11,muslihat-dewisartika
AK-01,-6.5959,106.7897,10,0.10,#stasiun-paledang
AK-01,-6.5955,106.7884,10,0.10,#veteran-merdeka
AK-01,-6.5956,106.7876,10,0.10,veteran-kemerdekaan
AK-01,-6.5932,106.7866,10,0.10,#kemerdekaan
AK-01,-6.5928,106.7877,10,0.10,merdeka-semeru
AK-01,-6.5928,106.7877,10,0.10,merdeka-semeru
AK-01,-6.5903,106.7877,11,0.11,*Term. Merdeka
AK-01,-6.5906,106.7906,11,0.11,salamun-oking
AK-01,-6.5958,106.7895,11,0.11,muslihat-oking
AK-01,-6.5959,106.7897,10,0.10,#stasiun-paledang
AK-01,-6.5963,106.7915,11,0.11,muslihat-dewisartika
AK-01,-6.5928,106.7924,11,0.11,dewisartika-mekah
AK-01,-6.5927,106.7939,11,0.11,mekah-gedongsawah
AK-01,-6.5938,106.7936,11,0.11,gedongsawah-crossing
AK-01,-6.5945,106.7946,10,0.10,#kb-gedong-sawah
AK-02,-6.5969,106.7937,10,0.10,kb-muslihat
AK-02,-6.5963,106.7915,11,0.11,muslihat-dewisartika
AK-02,-6.5959,106.7897,10,0.10,#stasiun-paledang
AK-02,-6.5958,106.7895,11,0.11,muslihat-oking
AK-02,-6.5955,106.7884,10,0.10,#veteran-merdeka
AK-02,-6.5956,106.7876,10,0.10,veteran-kemerdekaan
AK-02,-6.5961,106.7793,10,0.10,abdullah-batu
AK-02,-6.5877,106.7721,10,0.10,sind-barang-1
AK-02,-6.5859,106.7717,10,0.10,sind-barang-2
AK-02,-6.5848,106.7711,10,0.10,sind-barang-darulquran
AK-02,-6.5802,106.7673,10,0.10,sind-barang-3
AK-02,-6.5805,106.7635,10,0.10,sind-barang-4
AK-02,-6.5762,106.7533,10,0.10,sind-barang-adjie
AK-02,-6.5736,106.7513,10,0.10,adjie-ciampea
AK-02,-6.5710,106.7553,10,0.10,*Term. Bubulak
AK-02,-6.5736,106.7513,10,0.10,adjie-ciampea
AK-02,-6.5762,106.7533,10,0.10,sind-barang-adjie
AK-02,-6.5805,106.7635,10,0.10,sind-barang-4
AK-02,-6.5802,106.7673,10,0.10,sind-barang-3
AK-02,-6.5848,106.7711,10,0.10,sind-barang-darulquran
AK-02,-6.5859,106.7717,10,0.10,sind-barang-2
AK-02,-6.5877,106.7721,10,0.10,sind-barang-1
AK-02,-6.5961,106.7793,10,0.10,abdullah-batu
AK-02,-6.5956,106.7876,10,0.10,veteran-kemerdekaan
AK-02,-6.5932,106.7866,10,0.10,#kemerdekaan
AK-02,-6.5928,106.7877,10,0.10,merdeka-semeru
AK-02,-6.5955,106.7884,10,0.10,#veteran-merdeka
AK-02,-6.5958,106.7895,11,0.11,muslihat-oking
AK-02,-6.5959,106.7897,10,0.10,#stasiun-paledang
AK-02,-6.5963,106.7915,11,0.11,muslihat-dewisartika
AK-02,-6.5969,106.7937,10,0.10,kb-muslihat
AK-02,-6.5945,106.7946,10,0.10,#kb-gedong-sawah
AK-02,-6.5930,106.7973,10,0.10,kb-polisi-militer
AK-02,-6.5926,106.8018,10,0.10,#kb-salak
AK-02,-6.5926,106.8018,10,0.10,#kb-salak
AK-02,-6.5926,106.8018,10,0.10,#kb-salak
AK-02,-6.5935,106.8029,10,0.10,kb-pangrango
AK-02,-6.5959,106.8044,7,0.07,kb-astrid
AK-02,-6.6009,106.8052,8,0.08,kb-botani-1
AK-02,-6.6009,106.8052,8,0.08,kb-botani-1
AK-02,-6.6016,106.8043,10,0.10,#bangka-otista
AK-02,-6.6027,106.7999,10,0.10,#otista-roda
AK-02,-6.6027,106.7999,10,0.10,#otista-roda
AK-02,-6.6031,106.7988,10,0.10,kb-suryakencana
AK-02,-6.6048,106.7997,10,0.10,suryakencana-1
AK-02,-6.6082,106.8025,10,0.10,suryakencana-2
AK-02,-6.6099,106.8045,10,0.10,roda-siliwangi
AK-02,-6.6118,106.8065,10,0.10,siliwangi-1
AK-02,-6.6164,106.8103,10,0.10,siliwangi-2
AK-02,-6.6178,106.8120,10,0.10,siliwangi-jlsukasari
AK-02,-6.6201,106.8145,10,0.10,siliwangi-lawanggintung
AK-02,-6.6248,106.8091,10,0.10,lawanggintung-cipaku
AK-02,-6.6188,106.8069,10,0.10,batutulis-pahlawan
AK-02,-6.6163,106.8045,10,0.10,pahlawan-1
AK-02,-6.6142,106.8034,10,0.10,dreded-pahlawan
AK-02,-6.6123,106.8021,10,0.10,pahlawan-ggaut
AK-02,-6.6118,106.8009,10,0.10,pahlawan-layungsari
AK-02,-6.6113,106.8000,10,0.10,pahlawan-3
AK-02,-6.6082,106.7964,10,0.10,pahlawan-4
AK-02,-6.6077,106.7949,10,0.10,pahlawan-empang
AK-02,-6.6060,106.7954,10,0.10,halte-empang
AK-02,-6.6046,106.7965,10,0.10,*Ramayana
AK-02,-6.6046,106.7965,10,0.10,*Ramayana
AK-02,-6.5969,106.7937,10,0.10,kb-muslihat
AK-03,-6.5969,106.7937,10,0.10,kb-muslihat
AK-03,-6.5963,106.7915,11,0.11,muslihat-dewisartika
AK-03,-6.5959,106.7897,10,0.10,#stasiun-paledang
AK-03,-6.5958,106.7895,11,0.11,muslihat-oking
AK-03,-6.5955,106.7884,10,0.10,#veteran-merdeka
AK-03,-6.5956,106.7876,10,0.10,veteran-kemerdekaan
AK-03,-6.5961,106.7793,10,0.10,abdullah-batu
AK-03,-6.5877,106.7721,10,0.10,sind-barang-1
AK-03,-6.5859,106.7717,10,0.10,sind-barang-2
AK-03,-6.5848,106.7711,10,0.10,sind-barang-darulquran
AK-03,-6.5802,106.7673,10,0.10,sind-barang-3
AK-03,-6.5805,106.7635,10,0.10,sind-barang-4
AK-03,-6.5762,106.7533,10,0.10,sind-barang-adjie
AK-03,-6.5736,106.7513,10,0.10,adjie-ciampea
AK-03,-6.5710,106.7553,10,0.10,*Term. Bubulak
AK-03,-6.5736,106.7513,10,0.10,adjie-ciampea
AK-03,-6.5762,106.7533,10,0.10,sind-barang-adjie
AK-03,-6.5805,106.7635,10,0.10,sind-barang-4
AK-03,-6.5802,106.7673,10,0.10,sind-barang-3
AK-03,-6.5848,106.7711,10,0.10,sind-barang-darulquran
AK-03,-6.5859,106.7717,10,0.10,sind-barang-2
AK-03,-6.5877,106.7721,10,0.10,sind-barang-1
AK-03,-6.5961,106.7793,10,0.10,abdullah-batu
AK-03,-6.5956,106.7876,10,0.10,veteran-kemerdekaan
AK-03,-6.5932,106.7866,10,0.10,#kemerdekaan
AK-03,-6.5928,106.7877,10,0.10,merdeka-semeru
AK-03,-6.5955,106.7884,10,0.10,#veteran-merdeka
AK-03,-6.5958,106.7895,11,0.11,muslihat-oking
AK-03,-6.5959,106.7897,10,0.10,#stasiun-paledang
AK-03,-6.5963,106.7915,11,0.11,muslihat-dewisartika
AK-03,-6.5969,106.7937,10,0.10,kb-muslihat
AK-03,-6.5945,106.7946,10,0.10,#kb-gedong-sawah
AK-03,-6.5930,106.7973,10,0.10,kb-polisi-militer
AK-03,-6.5926,106.8018,10,0.10,#kb-salak
AK-03,-6.5926,106.8018,10,0.10,#kb-salak
AK-03,-6.5926,106.8018,10,0.10,#kb-salak
AK-03,-6.5919,106.8021,10,0.10,#salak-1
AK-03,-6.5911,106.8020,10,0.10,#salak-2
AK-03,-6.5899,106.8016,10,0.10,#salak-3
AK-03,-6.5893,106.8018,10,0.10,*Taman Kencana
AK-03,-6.5888,106.8024,10,0.10,kencana-2
AK-03,-6.5884,106.8030,10,0.10,salak-4
AK-03,-6.5883,106.8041,10,0.10,salak-5
AK-03,-6.5886,106.8049,10,0.10,salak-pajajaran
AK-03,-6.5922,106.8046,10,0.10,pangrango-pajajaran
AK-03,-6.5959,106.8044,7,0.07,kb-astrid
AK-03,-6.6009,106.8052,8,0.08,kb-botani-1
AK-03,-6.6009,106.8052,8,0.08,kb-botani-1
AK-03,-6.6043,106.8068,8,0.08,*Term. Baranangsiang
AK-03,-6.6017,106.8111,8,0.08,tol-2
AK-03,-6.6043,106.8068,8,0.08,*Term. Baranangsiang
AK-03,-6.6066,106.8087,8,0.08,bangka-1
AK-03,-6.6078,106.8099,8,0.08,pajajaran-ciheuleut
AK-03,-6.6087,106.8105,8,0.08,pajajaran-michelle-bakery
AK-03,-6.6078,106.8099,8,0.08,pajajaran-ciheuleut
AK-03,-6.6066,106.8087,8,0.08,bangka-1
AK-03,-6.6052,106.8051,8,0.08,bangka-7
AK-03,-6.6016,106.8043,10,0.10,#bangka-otista
AK-03,-6.6027,106.7999,10,0.10,#otista-roda
AK-03,-6.6027,106.7999,10,0.10,#otista-roda
AK-03,-6.6031,106.7988,10,0.10,kb-suryakencana
AK-03,-6.6046,106.7965,10,0.10,*Ramayana
AK-03,-6.6046,106.7965,10,0.10,*Ramayana
AK-03,-6.6046,106.7965,10,0.10,*Ramayana
AK-03,-6.5969,106.7937,10,0.10,kb-muslihat
AK-04,-6.6115,106.8024,0,0,ggaut-1
AK-04,-6.6115,106.8028,0,0,ggaut-2
AK-04,-6.6103,106.8038,0,0,ggaut-padasuka
AK-04,-6.6085,106.8012,0,0,padasuka-1
AK-04,-6.6080,106.8013,0,0,padasuka-cincau
AK-04,-6.6080,106.8005,0,0,cincau-1
AK-04,-6.6068,106.7989,0,0,cincau-2
AK-04,-6.6046,106.7965,10,0.10,*Ramayana
AK-04,-6.6046,106.7965,10,0.10,*Ramayana
AK-04,-6.6046,106.7965,10,0.10,*Ramayana
AK-04,-6.6060,106.7954,10,0.10,halte-empang
AK-04,-6.6077,106.7949,10,0.10,pahlawan-empang
AK-04,-6.6082,106.7964,10,0.10,pahlawan-4
AK-04,-6.6113,106.8000,10,0.10,pahlawan-3
AK-04,-6.6118,106.8009,10,0.10,pahlawan-layungsari
AK-04,-6.6123,106.8021,10,0.10,pahlawan-ggaut
AK-04,-6.6142,106.8034,10,0.10,dreded-pahlawan
AK-04,-6.6163,106.8045,10,0.10,pahlawan-1
AK-04,-6.6188,106.8069,10,0.10,batutulis-pahlawan
AK-04,-6.6248,106.8091,10,0.10,lawanggintung-cipaku
AK-04,-6.6277,106.8102,10,0.10,*Cipaku
AK-04,-6.6290,106.8099,10,0.10,raya-cipaku-1
AK-04,-6.6301,106.8104,10,0.10,raya-cipaku-2
AK-04,-6.6322,106.8124,10,0.10,raya-cipaku-3
AK-04,-6.6365,106.8134,10,0.10,raya-cipaku-4
AK-04,-6.6366,106.8134,10,0.10,raya-cipaku-5
AK-04,-6.6384,106.8148,10,0.10,raya-cipaku-dekeng
AK-04,-6.6388,106.8154,10,0.10,dekeng-1
AK-04,-6.6398,106.8154,10,0.10,#dekeng-2
AK-04,-6.6398,106.8166,10,0.10,*Rancamaya
AK-04,-6.6447,106.8196,10,0.10,dekeng-4
AK-04,-6.6506,106.8268,10,0.10,dekeng-5
AK-04,-6.6507,106.8287,10,0.10,dekeng-6
AK-04,-6.6567,106.8309,10,0.10,dekeng-7
AK-04,-6.6569,106.8314,10,0.10,dekeng-8
AK-04,-6.6578,106.8312,10,0.10,dekeng-9
AK-04,-6.6599,106.8336,10,0.10,dekeng-10
AK-04,-6.6603,106.8365,10,0.10,dekeng-11
AK-04,-6.6616,106.8373,10,0.10,*Warung Nangka
AK-04,-6.6603,106.8365,10,0.10,dekeng-11
AK-04,-6.6599,106.8336,10,0.10,dekeng-10
AK-04,-6.6578,106.8312,10,0.10,dekeng-9
AK-04,-6.6569,106.8314,10,0.10,dekeng-8
AK-04,-6.6567,106.8309,10,0.10,dekeng-7
AK-04,-6.6507,106.8287,10,0.10,dekeng-6
AK-04,-6.6506,106.8268,10,0.10,dekeng-5
AK-04,-6.6447,106.8196,10,0.10,dekeng-4
AK-04,-6.6398,106.8166,10,0.10,*Rancamaya
AK-04,-6.6398,106.8154,10,0.10,#dekeng-2
AK-04,-6.6388,106.8154,10,0.10,dekeng-1
AK-04,-6.6384,106.8148,10,0.10,raya-cipaku-dekeng
AK-04,-6.6366,106.8134,10,0.10,raya-cipaku-5
AK-04,-6.6365,106.8134,10,0.10,raya-cipaku-4
AK-04,-6.6322,106.8124,10,0.10,raya-cipaku-3
AK-04,-6.6301,106.8104,10,0.10,raya-cipaku-2
AK-04,-6.6290,106.8099,10,0.10,raya-cipaku-1
AK-04,-6.6277,106.8102,10,0.10,*Cipaku
AK-04,-6.6248,106.8091,10,0.10,lawanggintung-cipaku
AK-04,-6.6188,106.8069,10,0.10,batutulis-pahlawan
AK-04,-6.6163,106.8045,10,0.10,pahlawan-1
AK-04,-6.6142,106.8034,10,0.10,dreded-pahlawan
AK-04,-6.6123,106.8021,10,0.10,pahlawan-ggaut
AK-04,-6.6115,106.8024,0,0,ggaut-1
AK-05,-6.5913,106.8599,1,0.01,line-05-21
AK-05,-6.5901,106.8539,1,0.01,line-05-20
AK-05,-6.5875,106.8523,1,0.01,line-05-19
AK-05,-6.5867,106.8530,1,0.01,line-05-18
AK-05,-6.5853,106.8484,1,0.01,line-05-17
AK-05,-6.5868,106.8436,1,0.01,line-05-16
AK-05,-6.5887,106.8412,1,0.01,line-05-15
AK-05,-6.5889,106.8364,1,0.01,line-05-14
AK-05,-6.5899,106.8355,1,0.01,line-05-13
AK-05,-6.5889,106.8207,8,0.08,wiradiredja-ikhwan
AK-05,-6.5893,106.8185,8,0.08,wiradiredja-swingright
AK-05,-6.5902,106.8185,8,0.08,wiradiredja-swingleft
AK-05,-6.5907,106.8167,8,0.08,syam-tohir
AK-05,-6.5932,106.8171,8,0.08,syam-southturn
AK-05,-6.5907,106.8167,8,0.08,syam-tohir
AK-05,-6.5914,106.8155,1,0.01,line-05-6
AK-05,-6.5918,106.8144,1,0.01,line-05-5
AK-05,-6.5916,106.8086,1,0.01,line-05-4
AK-05,-6.5912,106.8082,1,0.01,line-05-3
AK-05,-6.5912,106.8057,1,0.01,line-05-2
AK-05,-6.5912,106.8057,1,0.01,lodaya-M
AK-05,-6.5921,106.8057,10,0.10,#lodaya-S
AK-05,-6.5922,106.8046,10,0.10,pangrango-pajajaran
AK-05,-6.5959,106.8044,7,0.07,kb-astrid
AK-05,-6.6009,106.8052,8,0.08,kb-botani-1
AK-05,-6.6009,106.8052,8,0.08,kb-botani-1
AK-05,-6.6016,106.8043,10,0.10,#bangka-otista
AK-05,-6.6027,106.7999,10,0.10,#otista-roda
AK-05,-6.6027,106.7999,10,0.10,#otista-roda
AK-05,-6.6031,106.7988,10,0.10,kb-suryakencana
AK-05,-6.6046,106.7965,10,0.10,*Ramayana
AK-05,-6.6046,106.7965,10,0.10,*Ramayana
AK-05,-6.6046,106.7965,10,0.10,*Ramayana
AK-05,-6.5969,106.7937,10,0.10,kb-muslihat
AK-05,-6.5945,106.7946,10,0.10,#kb-gedong-sawah
AK-05,-6.5930,106.7973,10,0.10,kb-polisi-militer
AK-05,-6.5926,106.8018,10,0.10,#kb-salak
AK-05,-6.5926,106.8018,10,0.10,#kb-salak
AK-05,-6.5926,106.8018,10,0.10,#kb-salak
AK-05,-6.5935,106.8029,10,0.10,kb-pangrango
AK-05,-6.5922,106.8046,10,0.10,pangrango-pajajaran
AK-05,-6.5921,106.8057,10,0.10,#lodaya-S
AK-05,-6.5912,106.8057,1,0.01,lodaya-M
AK-05,-6.5912,106.8057,1,0.01,line-05-2
AK-05,-6.5912,106.8082,1,0.01,line-05-3
AK-05,-6.5916,106.8086,1,0.01,line-05-4
AK-05,-6.5918,106.8144,1,0.01,line-05-5
AK-05,-6.5914,106.8155,1,0.01,line-05-6
AK-05,-6.5907,106.8167,8,0.08,syam-tohir
AK-05,-6.5872,106.8162,8,0.08,syam-norththturn
AK-05,-6.5907,106.8167,8,0.08,syam-tohir
AK-05,-6.5902,106.8185,8,0.08,wiradiredja-swingleft
AK-05,-6.5893,106.8185,8,0.08,wiradiredja-swingright
AK-05,-6.5889,106.8207,8,0.08,wiradiredja-ikhwan
AK-05,-6.5899,106.8355,1,0.01,line-05-13
AK-05,-6.5889,106.8364,1,0.01,line-05-14
AK-05,-6.5887,106.8412,1,0.01,line-05-15
AK-05,-6.5868,106.8436,1,0.01,line-05-16
AK-05,-6.5853,106.8484,1,0.01,line-05-17
AK-05,-6.5867,106.8530,1,0.01,line-05-18
AK-05,-6.5875,106.8523,1,0.01,line-05-19
AK-05,-6.5901,106.8539,1,0.01,line-05-20
AK-05,-6.5913,106.8599,1,0.01,line-05-21
AK-05,-6.5893,106.8651,1,0.01,*Cimahpar
AK-05,-6.5913,106.8599,1,0.01,line-05-21
AK-06,-6.5990,106.8126,8,0.08,*Ciheuleut
AK-06,-6.6007,106.8137,8,0.08,ciheuleut-binamarga
AK-06,-6.5982,106.8172,8,0.08,padi-jagung
AK-06,-6.6007,106.8137,8,0.08,ciheuleut-binamarga
AK-06,-6.6054,106.8130,8,0.08,ciheuleut-pakuanindah
AK-06,-6.6078,106.8099,8,0.08,pajajaran-ciheuleut
AK-06,-6.6087,106.8105,8,0.08,pajajaran-michelle-bakery
AK-06,-6.6078,106.8099,8,0.08,pajajaran-ciheuleut
AK-06,-6.6066,106.8087,8,0.08,bangka-1
AK-06,-6.6043,106.8068,8,0.08,*Term. Baranangsiang
AK-06,-6.6043,106.8068,8,0.08,*Term. Baranangsiang
AK-06,-6.6009,106.8052,8,0.08,kb-botani-1
AK-06,-6.6009,106.8052,8,0.08,kb-botani-1
AK-06,-6.6016,106.8043,10,0.10,#bangka-otista
AK-06,-6.6027,106.7999,10,0.10,#otista-roda
AK-06,-6.6027,106.7999,10,0.10,#otista-roda
AK-06,-6.6031,106.7988,10,0.10,kb-suryakencana
AK-06,-6.6046,106.7965,10,0.10,*Ramayana
AK-06,-6.6046,106.7965,10,0.10,*Ramayana
AK-06,-6.6046,106.7965,10,0.10,*Ramayana
AK-06,-6.5969,106.7937,10,0.10,kb-muslihat
AK-06,-6.5945,106.7946,10,0.10,#kb-gedong-sawah
AK-06,-6.5930,106.7973,10,0.10,kb-polisi-militer
AK-06,-6.5926,106.8018,10,0.10,#kb-salak
AK-06,-6.5926,106.8018,10,0.10,#kb-salak
AK-06,-6.5926,106.8018,10,0.10,#kb-salak
AK-06,-6.5935,106.8029,10,0.10,kb-pangrango
AK-06,-6.5959,106.8044,7,0.07,kb-astrid
AK-06,-6.6009,106.8052,8,0.08,kb-botani-1
AK-06,-6.6009,106.8052,8,0.08,kb-botani-1
AK-06,-6.6043,106.8068,8,0.08,*Term. Baranangsiang
AK-06,-6.6017,106.8111,8,0.08,tol-2
AK-06,-6.6043,106.8068,8,0.08,*Term. Baranangsiang
AK-06,-6.6066,106.8087,8,0.08,bangka-1
AK-06,-6.6078,106.8099,8,0.08,pajajaran-ciheuleut
AK-06,-6.6054,106.8130,8,0.08,ciheuleut-pakuanindah
AK-06,-6.6007,106.8137,8,0.08,ciheuleut-binamarga
AK-06,-6.5990,106.8126,8,0.08,*Ciheuleut
AK-06,-6.5990,106.8126,8,0.08,*Ciheuleut
AK-07,-6.5945,106.7946,10,0.10,#kb-gedong-sawah
AK-07,-6.5930,106.7973,10,0.10,kb-polisi-militer
AK-07,-6.5919,106.7971,11,0.11,sudirman-pengadilan
AK-07,-6.5909,106.7970,10,0.10,ggbaru-sudirman
AK-07,-6.5886,106.7969,10,0.10,sudirman-sawojajar
AK-07,-6.5817,106.7968,11,0.11,sudirman-airmancur
AK-07,-6.5733,106.7964,11,0.11,pemuda-hewan
AK-07,-6.5698,106.7989,11,0.11,pemuda-pedes
AK-07,-6.5689,106.8002,4,0.0,line-07-4
AK-07,-6.5676,106.8012,5,0.0,line-07-5
AK-07,-6.5663,106.8019,6,0.0,line-07-6
AK-07,-6.5689,106.8056,7,0.0,line-07-7
AK-07,-6.5685,106.8068,10,0.10,jambudua-yani
AK-07,-6.5684,106.8074,10,0.10,yani-sungai
AK-07,-6.5689,106.8091,10,0.10,*Jambu Dua
AK-07,-6.5549,106.8181,10,0.10,*Ciparigi (?)
AK-07,-6.5689,106.8091,10,0.10,*Jambu Dua
AK-07,-6.5684,106.8074,10,0.10,yani-sungai
AK-07,-6.5685,106.8068,10,0.10,jambudua-yani
AK-07,-6.5689,106.8056,7,0.0,line-07-7
AK-07,-6.5692,106.8054,11,0.11,yani-2
AK-07,-6.5705,106.8044,11,0.11,yani-3
AK-07,-6.5788,106.7981,11,0.11,yani-4
AK-07,-6.5817,106.7968,11,0.11,sudirman-airmancur
AK-07,-6.5886,106.7969,10,0.10,sudirman-sawojajar
AK-07,-6.5909,106.7970,10,0.10,ggbaru-sudirman
AK-07,-6.5919,106.7971,11,0.11,sudirman-pengadilan
AK-07,-6.5912,106.7938,11,0.11,pengadilan-gedongsawah
AK-07,-6.5927,106.7939,11,0.11,mekah-gedongsawah
AK-07,-6.5938,106.7936,11,0.11,gedongsawah-crossing
AK-07,-6.5941,106.7920,11,0.11,gedongsawah-dewisartika
AK-07,-6.5963,106.7915,11,0.11,muslihat-dewisartika
AK-07,-6.5969,106.7937,10,0.10,kb-muslihat
AK-07,-6.5945,106.7946,10,0.10,#kb-gedong-sawah
AK-08,-6.5808,106.8067,10,0.10,pajajaran-sobana
AK-08,-6.5886,106.8049,10,0.10,salak-pajajaran
AK-08,-6.5888,106.8059,10,0.10,#lodaya-N
AK-08,-6.5912,106.8057,1,0.01,lodaya-M
AK-08,-6.5921,106.8057,10,0.10,#lodaya-S
AK-08,-6.5922,106.8046,10,0.10,pangrango-pajajaran
AK-08,-6.5959,106.8044,7,0.07,kb-astrid
AK-08,-6.6009,106.8052,8,0.08,kb-botani-1
AK-08,-6.6009,106.8052,8,0.08,kb-botani-1
AK-08,-6.6016,106.8043,10,0.10,#bangka-otista
AK-08,-6.6027,106.7999,10,0.10,#otista-roda
AK-08,-6.6027,106.7999,10,0.10,#otista-roda
AK-08,-6.6031,106.7988,10,0.10,kb-suryakencana
AK-08,-6.6046,106.7965,10,0.10,*Ramayana
AK-08,-6.6046,106.7965,10,0.10,*Ramayana
AK-08,-6.6046,106.7965,10,0.10,*Ramayana
AK-08,-6.5969,106.7937,10,0.10,kb-muslihat
AK-08,-6.5945,106.7946,10,0.10,#kb-gedong-sawah
AK-08,-6.5930,106.7973,10,0.10,kb-polisi-militer
AK-08,-6.5926,106.8018,10,0.10,#kb-salak
AK-08,-6.5926,106.8018,10,0.10,#kb-salak
AK-08,-6.5926,106.8018,10,0.10,#kb-salak
AK-08,-6.5935,106.8029,10,0.10,kb-pangrango
AK-08,-6.5922,106.8046,10,0.10,pangrango-pajajaran
AK-08,-6.5886,106.8049,10,0.10,salak-pajajaran
AK-08,-6.5808,106.8067,10,0.10,pajajaran-sobana
AK-08,-6.5811,106.8110,10,0.10,sobana-sungai
AK-08,-6.5816,106.8132,10,0.10,sobana-palapuhraya
AK-08,-6.5811,106.8110,10,0.10,sobana-sungai
AK-08,-6.5784,106.8112,10,0.10,ciparigi-1
AK-08,-6.5770,106.8109,10,0.10,ciparigi-2
AK-08,-6.5699,106.8125,10,0.10,ciparigi-3
AK-08,-6.5689,106.8091,10,0.10,*Jambu Dua
AK-08,-6.5808,106.8067,10,0.10,pajajaran-sobana
AK-09,-6.5549,106.8181,10,0.10,*Ciparigi (?)
AK-09,-6.5689,106.8091,10,0.10,*Jambu Dua
AK-09,-6.5808,106.8067,10,0.10,pajajaran-sobana
AK-09,-6.5886,106.8049,10,0.10,salak-pajajaran
AK-09,-6.5888,106.8059,10,0.10,#lodaya-N
AK-09,-6.5912,106.8057,1,0.01,lodaya-M
AK-09,-6.5921,106.8057,10,0.10,#lodaya-S
AK-09,-6.5922,106.8046,10,0.10,pangrango-pajajaran
AK-09,-6.5959,106.8044,7,0.07,kb-astrid
AK-09,-6.6009,106.8052,8,0.08,kb-botani-1
AK-09,-6.6009,106.8052,8,0.08,kb-botani-1
AK-09,-6.6043,106.8068,8,0.08,*Term. Baranangsiang
AK-09,-6.6017,106.8111,8,0.08,tol-2
AK-09,-6.6043,106.8068,8,0.08,*Term. Baranangsiang
AK-09,-6.6066,106.8087,8,0.08,bangka-1
AK-09,-6.6078,106.8099,8,0.08,pajajaran-ciheuleut
AK-09,-6.6087,106.8105,8,0.08,pajajaran-michelle-bakery
AK-09,-6.6125,106.8130,8,0.08,pajajaran-pjjindah
AK-09,-6.6161,106.8145,10,0.10,pajajaran-durian
AK-09,-6.6175,106.8150,10,0.10,pajajaran-ggmesjid
AK-09,-6.6210,106.8163,10,0.10,*Sukasari
AK-09,-6.6210,106.8163,10,0.10,*Sukasari
AK-09,-6.6210,106.8163,10,0.10,*Sukasari
